
Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:49713  [2a03:ec00:b18c:e0d:75a2:d0dc:7402:ef3d]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:49716  [2a03:ec00:b15a:9b98:3092:d120:1ad4:deae]:45445  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:49719  [2a03:ec00:b194:379e:c86a:f212:cfb4:39d9]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:49721  [2a03:ec00:b178:c035:f5a4:a3d4:bbaa:785a]:45445  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:49723  [2a03:ec00:b9a6:c1e:4828:eea9:a425:5e3f]:57152  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:50236  [2600:1f18:631e:2f82::3197:17e]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51080  [2806:260:1006:a::bbf4:2613]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51349  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51352  [2a03:ec00:b17d:a91:801d:c84f:5fff:fe04]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51354  [2a03:ec00:b14c:7ac0:bca5:3af9:2340:5334]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51473  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51474  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51475  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51476  [2a03:ec00:b9a8:1b4c:380b:b91d:e758:878]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51477  [2a03:ec00:b9a5:3c74:f4fb:91f2:129a:1c95]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51478  [2a03:ec00:b9a2:93:601d:e647:89d:b9a1]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51479  [2a03:ec00:b9a5:3c74:2514:3f57:790e:f0bb]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51480  [2a03:ec00:b9a8:3a52:adc4:bf37:42a7:5abd]:8171  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51562  [2806:260:1006:a::bbf4:2612]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51709  [2607:f8b0:4012:820::200a]:443  ESTABLISHED     3912
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:51992  [2620:1ec:33:1::11]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52497  [2607:f8b0:4012:829::200a]:443  ESTABLISHED     3912
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52498  [2607:f8b0:4012:825::200a]:443  ESTABLISHED     3912
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52505  [2a03:ec00:b158:a746:8e8:d882:c683:2828]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52506  [2a03:ec00:b178:355:2ce0:2989:f8ef:613a]:41874  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52507  [2607:f8b0:4012:80f::2001]:443  ESTABLISHED     3912
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52513  [2a03:ec00:b181:1d63:881f:371c:4382:b974]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52518  [2a03:ec00:b1a1:32f5:2133:4777:9dd4:f209]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52519  [2a03:ec00:b1a4:333d:54fc:e052:25da:37cd]:64110  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52525  [2a03:ec00:b9a5:3c74:4596:592b:6a24:9666]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52528  [2a03:ec00:b9a4:59d:3528:e7d:ddad:95c4]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52529  [2a03:ec00:b9a4:3a95:ccaf:2d9f:f2a5:d5c7]:57152  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52537  [2a03:ec00:b182:806:d8f7:658a:4dcd:1fcb]:57626  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52538  [2a03:ec00:b188:1dd7:cc53:e93f:fc50:93a]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52541  [2a03:ec00:b19c:291f:a96b:28b4:6358:4be9]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52545  [2a03:ec00:b179:b4c:fc30:91fb:21b2:3cda]:41874  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52546  [2a03:ec00:b17d:4044:f051:5e1:a46b:fe5d]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52547  [2a03:ec00:b9a9:1421:7905:3ee:593f:6ccd]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52549  [2a03:ec00:b97b:b69c:65c5:dd58:f64e:fa42]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52551  [2a03:ec00:b9a4:b94:a299:fa3a:ef5b:6]:6641  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52552  [2a03:ec00:b9a3:4b2:2122:d18a:8d91:3e44]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52553  [2a03:ec00:b9ab:200a:95d4:ce1d:55f3:4e74]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52554  [2a03:ec00:b9a4:1c0b:259d:e38f:8370:ef6]:16882  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52555  [2a03:ec00:b9a9:3198:cc53:d3fd:665a:f3d1]:17638  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52556  [2a03:ec00:b158:a746:44c9:3f09:de33:757f]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52557  [2a03:ec00:b15a:9b98:bca5:2933:ee76:247a]:49925  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52563  [2a03:ec00:b188:1dd7:a09c:7423:3d35:fc16]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52564  [2a03:ec00:b188:1dd7:bc5a:ca35:9ce8:6885]:57626  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52567  [2a03:ec00:b186:3f61:e0f4:ce14:5b18:c8d]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52569  [2a03:ec00:b186:282d:4494:784b:cc88:f181]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52570  [2a03:ec00:b19b:3eb8:b143:db3d:bf9:366b]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52571  [2a03:ec00:b19d:1ca0:74cd:e02c:6c40:5a7a]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52573  [2a03:ec00:b9a1:1212:a2cb:8235:f046:8373]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52578  [2a03:ec00:b9a0:246d:ed2a:f71a:6b0d:5124]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52579  [2a03:ec00:b97c:1a11:28ec:64b5:fa51:c39]:57626  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52581  [2a03:ec00:b9a0:3a53:84b8:b0c8:4536:ea7b]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52582  [2a03:ec00:b17a:8885:64f8:58c1:7944:6d56]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52595  [2607:f8b0:4012:829::200a]:443  TIME_WAIT       0
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52794  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52795  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52796  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52797  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52801  [2a03:ec00:b9ab:200a:c5a2:86c1:5c09:3dad]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52805  [2a03:ec00:b97b:b69c:7909:1fb8:b20e:1395]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52806  [2a03:ec00:b9a3:4b2:d048:8b59:f2de:6fd4]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52807  [2a03:ec00:b97b:b69c:20d7:2f31:36e8:71b8]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52809  [2a03:ec00:b9a5:3c74:e141:6583:89e2:3f10]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:52810  [2a03:ec00:b9a5:3c74:5894:d9c7:8f78:1367]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53140  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53141  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53142  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53143  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53144  [2a03:ec00:b97b:b69c:5100:d5a7:38d3:d106]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53149  [2a03:ec00:b144:faf:a7e1:a96:d8ea:3672]:57152  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53151  [2a03:ec00:b183:2f92:142c:64c7:17e5:54dc]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53152  [2a03:ec00:b15b:2405:39b2:66f9:62ff:80d1]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53154  [2a03:ec00:b158:bfc2:c1:e34e:418e:a993]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53156  [2a03:ec00:b15a:9b98:e8d3:8296:a027:c9bf]:45445  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53157  [2a03:ec00:b1a1:2887:cda1:7cc7:a478:3743]:61433  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53158  [2a03:ec00:b1a0:2d93:89d2:4881:f30d:92f7]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53162  [2a03:ec00:b186:282d:250b:2733:977b:92f0]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53164  [2a03:ec00:b18c:e0d:e4f0:8c1a:550b:bb4b]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53169  [2a03:ec00:b9aa:2576:9d3c:c695:8288:8093]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53251  [2806:260:1006:a::bbf4:2612]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53650  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53651  [2a03:ec00:b95b:180e:70d7:c706:75ff:5bda]:27941  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53652  [2a03:ec00:b19c:3ff4:9078:bca6:f177:162f]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53653  [2a03:ec00:b189:1f46:fcb1:9029:46cd:1a22]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53654  [2a03:ec00:b18c:e0d:9c94:2119:85a3:5297]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53871  [2600:1f18:631e:2f80::3197:17e]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53872  [2a03:ec00:b179:b4c:f9b8:7e39:bfd7:3ff0]:41874  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53873  [2a03:ec00:b179:b4c:8918:283c:e929:4784]:45445  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53874  [2a03:ec00:b18e:ffe2:2d0f:b07f:7508:35df]:21331  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53876  [2a03:ec00:b178:bfd3:7576:9359:c472:eac7]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53896  [2600:1f18:631e:2f84:4f7a:4092:e2e9:c617]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53989  [2806:260:1006:a::bbf4:2612]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53990  [2806:260:1006:a::bbf4:2612]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53991  [2620:1ec:33::10]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53992  [2620:1ec:33::12]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53993  [2600:141c:2800:11::17d5:b34c]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53995  [2600:141c:2800:11::17d5:b347]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53997  [2806:260:1006:a::bbf4:2613]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:53998  [2a03:ec00:b189:1f46:58f3:738d:84fd:8c33]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54001  [2a03:ec00:b9a0:326d:14c0:7ebb:edd0:468d]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54002  [2a03:ec00:b9a9:1421:dc36:9382:87f1:3066]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54744  [2a03:ec00:b95d:b3a0:89f8:d36a:7695:f081]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54745  [2a03:ec00:b18a:647:d89b:3b27:834e:2]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54746  [2a03:ec00:b18b:3b38:9c50:40cf:698f:a3a1]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54747  [2a03:ec00:b1a0:379:81ee:b394:783e:ba5e]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54748  [2a03:ec00:b18c:33bb:b04c:88aa:c7f3:bb99]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54749  [2a03:ec00:b18c:e0d:c53e:cd5:62c1:b3a7]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54750  [2a03:ec00:b18c:2fd9:e888:596b:f332:2976]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54752  [2a03:ec00:b198:39fc:7d12:640f:3151:4cb1]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54756  [2a03:ec00:b9a4:1e4a:d89b:3b27:834e:2]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54758  [2a03:ec00:b9a6:2ee9:9c50:40cf:698f:a3a1]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54759  [2a03:ec00:b97b:ff09:d568:cfb:7646:f0f]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54766  [2a03:ec00:b157:270e:d45e:29b7:e2f:dbff]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54768  [2a03:ec00:b17a:89b4:b839:e17a:2d5b:d573]:41874  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54773  [2a03:ec00:b18c:e0d:62f0:c645:c3c8:f12f]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54774  [2a03:ec00:b19c:3ff4:98e9:969a:e990:da31]:57626  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54779  [2a03:ec00:b97a:7eff:2133:3ee7:d910:e8b0]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54781  [2a03:ec00:b959:b9ed:acd5:fc53:b3f9:dd22]:45445  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:54783  [2a03:ec00:b1a1:64a:c11a:8b4a:99d:252d]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:55865  [2806:260:1006:a::bbf4:2613]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:55866  [2a03:ec00:b1a1:64a:f966:de41:59e4:8862]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:55867  [2a03:ec00:b95b:b71a:90b7:1b4:5a4f:5fad]:49925  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:55868  [2a03:ec00:b1a1:1668:58a5:d42b:565f:a977]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:55869  [2a03:ec00:b97b:b69c:57b:5612:e406:1e1e]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:55870  [2a03:ec00:b978:79fe:cc88:5d2f:43b5:c777]:45445  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56068  [2620:1ec:33:1::10]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56069  [2806:260:1006:a::bbf4:2610]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56070  [2806:260:1006:a::bbf4:2610]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56071  [2620:1ec:33:1::12]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56072  [2600:141c:2800:11::17d5:b34c]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56818  [2a03:ec00:b9a0:3a53:393e:4d43:7ffe:5d24]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56819  [2a03:ec00:b9ab:374c:8c27:74ef:566e:4737]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56820  [2a03:ec00:b9a2:2eff:e463:671d:150d:78d4]:57626  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56821  [2a03:ec00:b15d:1438:2f1f:9397:481f:73fc]:60517  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56822  [2a03:ec00:b159:9b5f:77d3:868d:705b:edea]:60517  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56824  [2a03:ec00:b17d:33a2:809e:e0e7:a0d2:a0d5]:46529  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:56825  [2a03:ec00:b15a:7c70:2d9a:ccac:8bd7:3148]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:57002  [2806:260:1006:a::bbf4:2612]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:57073  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:58526  [2600:1f18:631e:2f83::a255:20d]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:58757  [2620:1ec:33:1::11]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:58823  [2a03:ec00:b15d:f48:81:5f22:923c:5407]:41874  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:58824  [2a03:ec00:b181:1d63:d89b:3b27:834e:3]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:58825  [2a03:ec00:b179:b4c:88c8:af16:1221:8efd]:41874  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:58826  [2a03:ec00:b15c:5b88:a8d5:5699:ec87:88c6]:41874  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:58827  [2a03:ec00:b186:282d:141c:a849:2b90:95db]:1  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:58830  [2a03:ec00:b1a1:3806:9d3c:c695:8288:8093]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:58853  [2a03:ec00:b97a:65cf:9d2f:230a:709a:d585]:49925  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:58866  [2a03:ec00:b194:1d9:f43a:9ec1:3828:5bf]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59298  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59785  [2806:260:1006:4::a]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59786  [2a03:ec00:b9a9:3937:ddde:5e42:d07f:78ef]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59787  [2a03:ec00:b9a7:37d:c970:25c0:d191:4808]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59788  [2a03:ec00:b9a7:37d:4a8:6a61:d702:234b]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59790  [2a03:ec00:b97b:b69c:c0c1:3435:6a25:d92a]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59791  [2a03:ec00:b9a2:2339:801f:1bf8:995a:5bfa]:16882  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59792  [2a03:ec00:b178:c035:f14b:51c3:d85:61e6]:45445  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59794  [2a03:ec00:b14c:7ac0:e008:b479:3e13:1212]:6881  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59795  [2a00:6920:e0ef:cd7e:61f5:5801:8e0c:2d33]:29978  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59796  [2a03:ec00:b182:806:48c:9ab9:cbfc:2]:57626  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59797  [2a03:ec00:b15a:9b98:f547:629f:f73b:b858]:45445  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59798  [2a03:ec00:b159:9b5f:3453:d221:dfb1:bfca]:60517  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:59799  [2a03:ec00:b158:98a9:dcda:f91e:a70c:64d0]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:60530  [2600:1f18:631e:2f84:4f7a:4092:e2e9:c617]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:60580  [2001:4860:4802:32::223]:443  ESTABLISHED     3912
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:60927  [2806:260:1006:a::bbf4:2612]:443  ESTABLISHED     3840
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:61731  [2a03:ec00:b158:a746:803f:c527:cf52:32e2]:12518  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:61732  [2a03:ec00:b15a:503a:ec13:a627:13bf:c840]:59786  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:61734  [2a03:ec00:b15d:d5eb:9581:52c6:5c5c:b5f8]:42502  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:61735  [2a03:ec00:b14c:7ac0:c9bc:4e9:cf99:d16]:57626  ESTABLISHED     2244
  TCP    [2806:265:406:81d2:35f9:5e3e:e268:d829]:61736  [2a03:ec00:b1a3:1676:1c06:915b:ab3a:173f]:42502  ESTABLISHED     2244
